RRKM rate, sf=0.970, S*=-14.91, E0=1.15 and Delta=0.90
   En (eV)    k (s-1)
    12.448 7.2147e+10
     12.46 7.2437e+10
    12.473 7.2726e+10
    12.485 7.3017e+10
    12.497 7.3308e+10
     12.51   7.36e+10
    12.522 7.3892e+10
    12.535 7.4186e+10
    12.547  7.448e+10
    12.559 7.4774e+10
    12.572 7.5069e+10
    12.584 7.5365e+10
    12.597 7.5662e+10
    12.609 7.5959e+10
    12.621 7.6257e+10
    12.634 7.6555e+10
    12.646 7.6855e+10
    12.658 7.7155e+10
    12.671 7.7456e+10
    12.683 7.7757e+10
    12.696 7.8059e+10
    12.708 7.8361e+10
     12.72 7.8665e+10
    12.733 7.8969e+10
    12.745 7.9274e+10
    12.758 7.9579e+10
     12.77 7.9885e+10
    12.782 8.0192e+10
    12.795 8.0499e+10
    12.807 8.0807e+10
     12.82 8.1116e+10
    12.832 8.1425e+10
    12.844 8.1736e+10
    12.857 8.2047e+10
    12.869 8.2358e+10
    12.882  8.267e+10
    12.894 8.2983e+10
    12.906 8.3296e+10
    12.919 8.3611e+10
    12.931 8.3926e+10
    12.944 8.4241e+10
    12.956 8.4557e+10
    12.968 8.4875e+10
    12.981 8.5192e+10
    12.993  8.551e+10
    13.006 8.5829e+10
    13.018 8.6149e+10
     13.03 8.6469e+10
    13.043  8.679e+10
    13.055 8.7112e+10
    13.068 8.7434e+10
     13.08 8.7757e+10
    13.092 8.8081e+10
    13.105 8.8405e+10
    13.117  8.873e+10
     13.13 8.9056e+10
    13.142 8.9383e+10
    13.154  8.971e+10
    13.167 9.0037e+10
    13.179 9.0366e+10
    13.192 9.0695e+10
    13.204 9.1025e+10
    13.216 9.1356e+10
    13.229 9.1686e+10
    13.241 9.2018e+10
    13.254 9.2351e+10
    13.266 9.2684e+10
    13.278 9.3019e+10
    13.291 9.3353e+10
    13.303 9.3688e+10
    13.316 9.4024e+10
    13.328 9.4361e+10
     13.34 9.4698e+10
